품종,등급,최고가,최저가,평균단가,날짜
스위트,P박스,40300.0,18000.0,27260.0,2017년 08월 24일
시나노,P박스,40300.0,33000.0,37700.0,2017년 08월 24일
홍로,P박스,87700.0,37900.0,75125.0,2017년 08월 24일
홍로,P박스,78900.0,35600.0,72376.0,2017년 08월 24일
아오리,P박스,37900.0,14000.0,26981.0,2017년 08월 24일
홍로,P박스,85900.0,32000.0,73966.0,2017년 08월 24일
아오리,P박스,52300.0,38000.0,43207.0,2017년 08월 24일
아오리,P박스,46900.0,34000.0,41348.0,2017년 08월 24일
아오리,P박스,28000.0,6600.0,18351.0,2017년 08월 24일
아오리,P박스,33300.0,28200.0,30676.0,2017년 08월 24일
아오리,P박스,40000.0,30000.0,36286.0,2017년 08월 24일
아오리,P박스,48000.0,30000.0,42375.0,2017년 08월 24일
홍로,P박스,72300.0,50000.0,58484.0,2017년 08월 24일
아오리,P박스,45000.0,37000.0,40883.0,2017년 08월 24일
아오리,P박스,50000.0,40000.0,43678.0,2017년 08월 24일
홍로,P박스,56500.0,9800.0,37609.0,2017년 08월 24일
홍로,P박스,90200.0,31000.0,69998.0,2017년 08월 24일
자홍,P박스,53000.0,53000.0,53000.0,2017년 08월 24일
홍로,P박스,62500.0,45900.0,50469.0,2017년 08월 24일
아오리,P박스,57600.0,33900.0,46593.0,2017년 08월 24일
선홍,P박스,58000.0,49200.0,53721.0,2017년 08월 24일
자홍,P박스,53900.0,34500.0,48915.0,2017년 08월 24일
자홍,P박스,52600.0,45900.0,50367.0,2017년 08월 24일
자홍,P박스,63000.0,56900.0,60386.0,2017년 08월 24일
자홍,P박스,72300.0,70000.0,71415.0,2017년 08월 24일
자홍,P박스,82900.0,62000.0,74144.0,2017년 08월 24일
자홍,P박스,80600.0,59000.0,67089.0,2017년 08월 24일
선홍,P박스,38800.0,10200.0,20446.0,2017년 08월 24일
선홍,P박스,45600.0,33600.0,41600.0,2017년 08월 24일
자홍,P박스,75900.0,59000.0,74126.0,2017년 08월 24일
선홍,P박스,54900.0,45600.0,53085.0,2017년 08월 24일
선홍,P박스,57900.0,50000.0,54333.0,2017년 08월 24일
선홍,P박스,53900.0,40000.0,48051.0,2017년 08월 24일
선홍,P박스,47100.0,37800.0,43962.0,2017년 08월 24일
홍로,P박스,60000.0,14200.0,48736.0,2017년 08월 24일
아오리,P박스,60000.0,35000.0,47053.0,2017년 08월 24일
자홍,P박스,49800.0,29000.0,33858.0,2017년 08월 24일
스위트,P박스,34000.0,24000.0,29650.0,2017년 08월 24일
선홍,P박스,45000.0,25600.0,36516.0,2017년 08월 24일
홍로,P박스,50200.0,29800.0,45308.0,2017년 08월 25일
선홍,P박스,28900.0,28900.0,28900.0,2017년 08월 25일
홍로,P박스,50200.0,15600.0,31930.0,2017년 08월 25일
선홍,P박스,54000.0,45900.0,50614.0,2017년 08월 25일
선홍,P박스,48900.0,36900.0,41663.0,2017년 08월 25일
선홍,P박스,55900.0,28900.0,47270.0,2017년 08월 25일
홍로,P박스,66900.0,26800.0,58813.0,2017년 08월 25일
선홍,P박스,47900.0,35900.0,43340.0,2017년 08월 25일
홍로,P박스,76000.0,40000.0,65887.0,2017년 08월 25일
홍로,P박스,98600.0,35900.0,68486.0,2017년 08월 25일
홍로,P박스,92300.0,28900.0,71563.0,2017년 08월 25일
홍로,P박스,78900.0,30000.0,69002.0,2017년 08월 25일
아오리,P박스,48000.0,43900.0,45694.0,2017년 08월 25일
시나노,P박스,49800.0,43300.0,46420.0,2017년 08월 25일
시나노,P박스,42300.0,36500.0,39395.0,2017년 08월 25일
아오리,P박스,60000.0,53600.0,58544.0,2017년 08월 25일
스위트,P박스,39100.0,25000.0,33163.0,2017년 08월 25일
홍로,P박스,101000.0,37000.0,65209.0,2017년 08월 25일
시나노,P박스,28000.0,25000.0,26920.0,2017년 08월 25일
홍로,P박스,61500.0,19800.0,46382.0,2017년 08월 25일
선홍,P박스,52000.0,43000.0,51182.0,2017년 08월 25일
아오리,P박스,37600.0,26800.0,30300.0,2017년 08월 25일
아오리,P박스,58500.0,45900.0,53860.0,2017년 08월 25일
아오리,P박스,63300.0,36500.0,50067.0,2017년 08월 25일
스위트,P박스,27900.0,23000.0,24829.0,2017년 08월 25일
아오리,P박스,49000.0,36000.0,44526.0,2017년 08월 25일
아오리,P박스,28000.0,6600.0,18351.0,2017년 08월 25일
아오리,P박스,45600.0,31200.0,37305.0,2017년 08월 25일
아오리,P박스,37900.0,14000.0,26981.0,2017년 08월 25일
선홍,P박스,23000.0,23000.0,23000.0,2017년 08월 25일
아오리,P박스,50500.0,35900.0,45240.0,2017년 08월 25일
자홍,P박스,46300.0,22800.0,36900.0,2017년 08월 25일
아오리,P박스,66300.0,40000.0,56063.0,2017년 08월 25일
자홍,P박스,52600.0,45900.0,50367.0,2017년 08월 25일
선홍,P박스,25000.0,15900.0,19727.0,2017년 08월 25일
선홍,P박스,41100.0,21300.0,32751.0,2017년 08월 25일
자홍,P박스,53000.0,53000.0,53000.0,2017년 08월 25일
자홍,P박스,75000.0,69500.0,70686.0,2017년 08월 25일
자홍,P박스,52900.0,43200.0,46124.0,2017년 08월 25일
자홍,P박스,71100.0,65300.0,68800.0,2017년 08월 25일
자홍,P박스,64000.0,59000.0,62500.0,2017년 08월 25일
자홍,P박스,63000.0,56900.0,60386.0,2017년 08월 25일
자홍,P박스,76900.0,70000.0,72950.0,2017년 08월 25일
아오리,P박스,57900.0,35000.0,50142.0,2017년 08월 26일
스위트,P박스,25000.0,25000.0,25000.0,2017년 08월 26일
스위트,P박스,35000.0,30000.0,30764.0,2017년 08월 26일
아오리,P박스,35500.0,20000.0,28886.0,2017년 08월 26일
선홍,P박스,31000.0,16600.0,23800.0,2017년 08월 26일
아오리,P박스,55000.0,40000.0,48922.0,2017년 08월 26일
아오리,P박스,51200.0,33000.0,44389.0,2017년 08월 26일
아오리,P박스,56900.0,56900.0,56900.0,2017년 08월 26일
시나노,P박스,54900.0,40000.0,50198.0,2017년 08월 26일
아오리,P박스,52000.0,18100.0,43612.0,2017년 08월 26일
아오리,P박스,61200.0,17100.0,51126.0,2017년 08월 26일
스위트,P박스,38900.0,24100.0,32736.0,2017년 08월 26일
아오리,P박스,37900.0,14000.0,26981.0,2017년 08월 26일
홍로,P박스,82900.0,34500.0,63724.0,2017년 08월 26일
스위트,P박스,25000.0,12000.0,20473.0,2017년 08월 26일
아오리,P박스,52900.0,19000.0,41340.0,2017년 08월 26일
아오리,P박스,28000.0,6600.0,18351.0,2017년 08월 26일
홍로,P박스,79600.0,34000.0,69785.0,2017년 08월 26일
홍로,P박스,46900.0,10600.0,28112.0,2017년 08월 26일
홍로,P박스,89600.0,33500.0,69811.0,2017년 08월 26일
선홍,P박스,15100.0,8000.0,10666.0,2017년 08월 26일
선홍,P박스,13300.0,13300.0,13300.0,2017년 08월 26일
선홍,P박스,48900.0,35500.0,45374.0,2017년 08월 26일
선홍,P박스,40000.0,40000.0,40000.0,2017년 08월 26일
선홍,P박스,47900.0,42300.0,46912.0,2017년 08월 26일
선홍,P박스,29200.0,8900.0,21065.0,2017년 08월 26일
선홍,P박스,47300.0,25900.0,38740.0,2017년 08월 26일
홍로,P박스,56000.0,13300.0,44298.0,2017년 08월 26일
홍로,P박스,54600.0,42000.0,51225.0,2017년 08월 26일
홍로,P박스,65900.0,43000.0,61341.0,2017년 08월 26일
홍로,P박스,73000.0,35100.0,64477.0,2017년 08월 26일
홍로,P박스,87900.0,34900.0,72762.0,2017년 08월 26일
자홍,P박스,,,,2017년 08월 26일
아오리,P박스,26900.0,18000.0,23553.0,2017년 08월 26일
선홍,P박스,47900.0,35900.0,43340.0,2017년 08월 26일
시나노,P박스,60000.0,44500.0,53445.0,2017년 08월 28일
홍로,P박스,91100.0,30600.0,69091.0,2017년 08월 28일
홍로,P박스,95000.0,32600.0,66661.0,2017년 08월 28일
스위트,P박스,43900.0,26900.0,35695.0,2017년 08월 28일
스위트,P박스,26600.0,19800.0,24333.0,2017년 08월 28일
스위트,P박스,41000.0,27800.0,37509.0,2017년 08월 28일
아오리,P박스,61200.0,51100.0,58611.0,2017년 08월 28일
홍로,P박스,115000.0,44300.0,90848.0,2017년 08월 28일
홍로,P박스,87700.0,32000.0,70412.0,2017년 08월 28일
아오리,P박스,59800.0,41200.0,51582.0,2017년 08월 28일
아오리,P박스,39000.0,19800.0,28393.0,2017년 08월 28일
아오리,P박스,78500.0,71100.0,74060.0,2017년 08월 28일
아오리,P박스,62300.0,40000.0,55993.0,2017년 08월 28일
아오리,P박스,58500.0,29900.0,51720.0,2017년 08월 28일
아오리,P박스,53000.0,40000.0,44333.0,2017년 08월 28일
아오리,P박스,30000.0,30000.0,30000.0,2017년 08월 28일
홍로,P박스,80000.0,30300.0,66098.0,2017년 08월 28일
아오리,P박스,27500.0,8100.0,14569.0,2017년 08월 28일
아오리,P박스,53600.0,29800.0,47988.0,2017년 08월 28일
아오리,P박스,64000.0,59200.0,62873.0,2017년 08월 28일
스위트,P박스,54600.0,48900.0,51332.0,2017년 08월 28일
선홍,P박스,38900.0,17900.0,28307.0,2017년 08월 28일
아오리,P박스,56600.0,29800.0,49874.0,2017년 08월 28일
선홍,P박스,16900.0,16900.0,16900.0,2017년 08월 28일
홍로,P박스,64900.0,28000.0,55220.0,2017년 08월 28일
홍로,P박스,72300.0,28900.0,59297.0,2017년 08월 28일
자홍,P박스,71500.0,60000.0,66361.0,2017년 08월 28일
자홍,P박스,75900.0,61600.0,71761.0,2017년 08월 28일
자홍,P박스,75600.0,62300.0,71289.0,2017년 08월 28일
자홍,P박스,72000.0,60000.0,69107.0,2017년 08월 28일
자홍,P박스,85500.0,85500.0,85500.0,2017년 08월 28일
선홍,P박스,26900.0,8100.0,14047.0,2017년 08월 28일
자홍,P박스,63300.0,57200.0,60400.0,2017년 08월 28일
선홍,P박스,47000.0,33000.0,41381.0,2017년 08월 28일
자홍,P박스,62300.0,48100.0,55400.0,2017년 08월 28일
홍로,P박스,55600.0,30000.0,45721.0,2017년 08월 28일
자홍,P박스,33000.0,21000.0,28358.0,2017년 08월 28일
선홍,P박스,45600.0,28500.0,40089.0,2017년 08월 28일
선홍,P박스,40500.0,28500.0,33793.0,2017년 08월 28일
자홍,P박스,47900.0,28900.0,41004.0,2017년 08월 28일
선홍,P박스,22500.0,22500.0,22500.0,2017년 08월 28일
홍로,P박스,50600.0,11800.0,27817.0,2017년 08월 28일
선홍,P박스,38900.0,29800.0,34693.0,2017년 08월 28일
홍로,P박스,60500.0,15600.0,40919.0,2017년 08월 28일
선홍,P박스,47000.0,28500.0,41984.0,2017년 08월 28일
시나노,P박스,59000.0,55900.0,56063.0,2017년 08월 29일
홍로,P박스,71000.0,71000.0,71000.0,2017년 08월 29일
홍로,P박스,51000.0,14000.0,27538.0,2017년 08월 29일
홍로,P박스,59000.0,57600.0,57950.0,2017년 08월 29일
홍로,P박스,64400.0,50000.0,63292.0,2017년 08월 29일
홍로,P박스,60000.0,60000.0,60000.0,2017년 08월 29일
자홍,P박스,56000.0,47000.0,49280.0,2017년 08월 29일
홍로,P박스,95600.0,39000.0,66397.0,2017년 08월 29일
홍로,P박스,79000.0,33600.0,61593.0,2017년 08월 29일
홍로,P박스,87000.0,33600.0,65761.0,2017년 08월 29일
홍로,P박스,116000.0,58000.0,80410.0,2017년 08월 29일
스위트,P박스,35600.0,35600.0,35600.0,2017년 08월 29일
홍로,P박스,55000.0,33900.0,48439.0,2017년 08월 29일
홍로,P박스,64000.0,30000.0,57771.0,2017년 08월 29일
스위트,P박스,39800.0,29800.0,33879.0,2017년 08월 29일
홍로,P박스,88900.0,32000.0,65784.0,2017년 08월 29일
홍로,P박스,62300.0,21000.0,39165.0,2017년 08월 29일
스위트,P박스,31200.0,19800.0,29859.0,2017년 08월 29일
선홍,P박스,33600.0,10100.0,26666.0,2017년 08월 29일
선홍,P박스,38900.0,25000.0,33415.0,2017년 08월 29일
자홍,P박스,61600.0,35000.0,57472.0,2017년 08월 29일
자홍,P박스,73900.0,43000.0,60475.0,2017년 08월 29일
자홍,P박스,66900.0,44500.0,60414.0,2017년 08월 29일
자홍,P박스,70000.0,40200.0,51573.0,2017년 08월 29일
자홍,P박스,55000.0,38000.0,40900.0,2017년 08월 29일
자홍,P박스,85500.0,85500.0,85500.0,2017년 08월 29일
자홍,P박스,35000.0,11200.0,29998.0,2017년 08월 29일
선홍,P박스,21000.0,21000.0,21000.0,2017년 08월 29일
선홍,P박스,40200.0,27000.0,31318.0,2017년 08월 29일
선홍,P박스,45600.0,28900.0,36599.0,2017년 08월 29일
선홍,P박스,43300.0,28900.0,35175.0,2017년 08월 29일
선홍,P박스,19000.0,8900.0,15171.0,2017년 08월 29일
자홍,P박스,46600.0,27700.0,36062.0,2017년 08월 29일
선홍,P박스,45600.0,25000.0,36784.0,2017년 08월 29일
홍로,P박스,71200.0,32000.0,63990.0,2017년 08월 30일
홍로,P박스,65900.0,35900.0,60289.0,2017년 08월 30일
홍로,P박스,56600.0,43300.0,51446.0,2017년 08월 30일
홍로,P박스,41500.0,12500.0,31640.0,2017년 08월 30일
홍로,P박스,92700.0,33000.0,65604.0,2017년 08월 30일
홍로,P박스,66900.0,40300.0,62969.0,2017년 08월 30일
홍로,P박스,64300.0,36000.0,54147.0,2017년 08월 30일
선홍,P박스,40500.0,30000.0,38598.0,2017년 08월 30일
홍로,P박스,83900.0,35900.0,63067.0,2017년 08월 30일
스위트,P박스,49800.0,27200.0,40274.0,2017년 08월 30일
시나노,P박스,58900.0,29800.0,48093.0,2017년 08월 30일
홍로,P박스,62300.0,40600.0,54613.0,2017년 08월 30일
스위트,P박스,44000.0,22200.0,31119.0,2017년 08월 30일
홍로,P박스,77900.0,32000.0,64876.0,2017년 08월 30일
홍로,P박스,80800.0,35500.0,62500.0,2017년 08월 30일
홍로,P박스,50400.0,20200.0,39195.0,2017년 08월 30일
홍로,P박스,53300.0,34600.0,45122.0,2017년 08월 30일
선홍,P박스,35000.0,11200.0,28673.0,2017년 08월 30일
자홍,P박스,74600.0,59300.0,66076.0,2017년 08월 30일
자홍,P박스,46900.0,26900.0,37875.0,2017년 08월 30일
자홍,P박스,52500.0,46600.0,49117.0,2017년 08월 30일
자홍,P박스,73900.0,57300.0,65740.0,2017년 08월 30일
자홍,P박스,69000.0,53000.0,62232.0,2017년 08월 30일
선홍,P박스,24000.0,9800.0,14270.0,2017년 08월 30일
자홍,P박스,64200.0,54600.0,58857.0,2017년 08월 30일
자홍,P박스,72300.0,46900.0,67383.0,2017년 08월 30일
선홍,P박스,37500.0,20000.0,26026.0,2017년 08월 30일
선홍,P박스,45000.0,25200.0,33813.0,2017년 08월 30일
선홍,P박스,46100.0,25500.0,38962.0,2017년 08월 30일
자홍,P박스,73500.0,60000.0,69000.0,2017년 08월 30일
스위트,P박스,31200.0,19800.0,29859.0,2017년 08월 30일
선홍,P박스,45900.0,25200.0,40922.0,2017년 08월 30일
자홍,P박스,39000.0,19500.0,33970.0,2017년 08월 30일
선홍,P박스,30000.0,13300.0,23660.0,2017년 08월 30일
홍로,P박스,45900.0,26200.0,34394.0,2017년 08월 31일
홍로,P박스,45000.0,28000.0,36948.0,2017년 08월 31일
홍로,P박스,49000.0,33900.0,36370.0,2017년 08월 31일
홍로,P박스,43300.0,35900.0,42000.0,2017년 08월 31일
홍로,P박스,59000.0,21300.0,47991.0,2017년 08월 31일
홍로,P박스,50900.0,18900.0,38993.0,2017년 08월 31일
선홍,P박스,32600.0,30200.0,31267.0,2017년 08월 31일
홍로,P박스,78900.0,29800.0,57455.0,2017년 08월 31일
홍로,P박스,69500.0,29800.0,57283.0,2017년 08월 31일
홍로,P박스,74100.0,29900.0,58100.0,2017년 08월 31일
홍로,P박스,88900.0,29800.0,58680.0,2017년 08월 31일
홍로,P박스,46600.0,11200.0,31901.0,2017년 08월 31일
스위트,P박스,35000.0,12300.0,24685.0,2017년 08월 31일
시나노,P박스,44900.0,21500.0,27078.0,2017년 08월 31일
홍로,P박스,65900.0,25600.0,54182.0,2017년 08월 31일
선홍,P박스,35900.0,29800.0,32912.0,2017년 08월 31일
스위트,P박스,35600.0,17200.0,22022.0,2017년 08월 31일
자홍,P박스,39000.0,19500.0,33970.0,2017년 08월 31일
자홍,P박스,43900.0,32600.0,39252.0,2017년 08월 31일
자홍,P박스,48000.0,45900.0,47360.0,2017년 08월 31일
자홍,P박스,56600.0,48000.0,51017.0,2017년 08월 31일
홍로,P박스,100000.0,43300.0,61500.0,2017년 08월 31일
스위트,P박스,16800.0,10300.0,13287.0,2017년 08월 31일
자홍,P박스,59600.0,49000.0,51804.0,2017년 08월 31일
자홍,P박스,49000.0,48000.0,48500.0,2017년 08월 31일
자홍,P박스,59600.0,51000.0,53469.0,2017년 08월 31일
선홍,P박스,25600.0,25600.0,25600.0,2017년 08월 31일
선홍,P박스,36900.0,29800.0,33014.0,2017년 08월 31일
선홍,P박스,33900.0,30200.0,32471.0,2017년 08월 31일
자홍,P박스,58600.0,48000.0,49620.0,2017년 08월 31일
선홍,P박스,18500.0,10500.0,16784.0,2017년 08월 31일
자홍,P박스,38900.0,20000.0,37261.0,2017년 08월 31일
선홍,P박스,30200.0,16000.0,27360.0,2017년 08월 31일
선홍,P박스,23300.0,23300.0,23300.0,2017년 08월 31일
선홍,P박스,37200.0,37200.0,37200.0,2017년 09월 01일
홍로,P박스,43300.0,32600.0,40438.0,2017년 09월 01일
스위트,P박스,30200.0,10000.0,23605.0,2017년 09월 01일
시나노,P박스,28900.0,15000.0,25820.0,2017년 09월 01일
홍로,P박스,36000.0,20600.0,31247.0,2017년 09월 01일
홍로,P박스,38100.0,30100.0,34693.0,2017년 09월 01일
홍로,P박스,41900.0,5600.0,31917.0,2017년 09월 01일
홍로,P박스,70500.0,32500.0,52055.0,2017년 09월 01일
홍로,P박스,53900.0,22000.0,38293.0,2017년 09월 01일
홍로,P박스,61000.0,32000.0,46583.0,2017년 09월 01일
홍로,P박스,77500.0,34100.0,56056.0,2017년 09월 01일
홍로,P박스,77400.0,32200.0,58135.0,2017년 09월 01일
홍로,P박스,77200.0,34000.0,59553.0,2017년 09월 01일
홍로,P박스,90000.0,44000.0,54300.0,2017년 09월 01일
홍로,P박스,47000.0,33000.0,41464.0,2017년 09월 01일
홍로,P박스,38800.0,25000.0,33419.0,2017년 09월 01일
스위트,P박스,19000.0,9800.0,12906.0,2017년 09월 01일
스위트,P박스,24600.0,12000.0,20326.0,2017년 09월 01일
자홍,P박스,60000.0,50000.0,53333.0,2017년 09월 01일
자홍,P박스,49000.0,48000.0,48500.0,2017년 09월 01일
자홍,P박스,38100.0,30000.0,32809.0,2017년 09월 01일
자홍,P박스,40100.0,30000.0,38119.0,2017년 09월 01일
자홍,P박스,41200.0,40000.0,40514.0,2017년 09월 01일
자홍,P박스,58900.0,42200.0,52988.0,2017년 09월 01일
선홍,P박스,39600.0,29000.0,38422.0,2017년 09월 01일
자홍,P박스,62200.0,51000.0,56868.0,2017년 09월 01일
자홍,P박스,51900.0,40600.0,48372.0,2017년 09월 01일
자홍,P박스,62200.0,42200.0,57374.0,2017년 09월 01일
선홍,P박스,24500.0,8000.0,15700.0,2017년 09월 01일
선홍,P박스,25000.0,25000.0,25000.0,2017년 09월 01일
선홍,P박스,36900.0,29000.0,30129.0,2017년 09월 01일
선홍,P박스,38900.0,32600.0,35356.0,2017년 09월 01일
선홍,P박스,39600.0,32600.0,37360.0,2017년 09월 01일
선홍,P박스,34100.0,18900.0,31613.0,2017년 09월 01일
홍로,P박스,36800.0,13000.0,30347.0,2017년 09월 02일
홍로,P박스,34200.0,31700.0,33888.0,2017년 09월 02일
시나노,P박스,29800.0,17600.0,20976.0,2017년 09월 02일
홍로,P박스,31900.0,19800.0,25467.0,2017년 09월 02일
홍로,P박스,33900.0,25600.0,28577.0,2017년 09월 02일
홍로,P박스,36800.0,31200.0,31665.0,2017년 09월 02일
스위트,P박스,19800.0,14500.0,17150.0,2017년 09월 02일
스위트,P박스,18000.0,9800.0,11189.0,2017년 09월 02일
홍로,P박스,55000.0,29800.0,43908.0,2017년 09월 02일
홍로,P박스,71000.0,33900.0,51477.0,2017년 09월 02일
홍로,P박스,72500.0,35600.0,56873.0,2017년 09월 02일
홍로,P박스,90000.0,35000.0,60655.0,2017년 09월 02일
홍로,P박스,100000.0,50000.0,74187.0,2017년 09월 02일
스위트,P박스,29600.0,9800.0,24196.0,2017년 09월 02일
홍로,P박스,46600.0,30000.0,40098.0,2017년 09월 02일
홍로,P박스,52000.0,23000.0,36531.0,2017년 09월 02일
홍로,P박스,60000.0,32600.0,47706.0,2017년 09월 02일
자홍,P박스,60000.0,50000.0,53333.0,2017년 09월 02일
자홍,P박스,62200.0,42200.0,57374.0,2017년 09월 02일
선홍,P박스,35800.0,32300.0,34925.0,2017년 09월 02일
자홍,P박스,40100.0,30000.0,38119.0,2017년 09월 02일
자홍,P박스,41200.0,40000.0,40514.0,2017년 09월 02일
자홍,P박스,51900.0,40600.0,48372.0,2017년 09월 02일
자홍,P박스,58900.0,42200.0,52988.0,2017년 09월 02일
자홍,P박스,62200.0,51000.0,56868.0,2017년 09월 02일
선홍,P박스,25000.0,25000.0,25000.0,2017년 09월 02일
자홍,P박스,49000.0,48000.0,48500.0,2017년 09월 02일
선홍,P박스,20000.0,9800.0,13364.0,2017년 09월 02일
선홍,P박스,29800.0,16800.0,25140.0,2017년 09월 02일
선홍,P박스,28000.0,28000.0,28000.0,2017년 09월 02일
선홍,P박스,30000.0,20000.0,28200.0,2017년 09월 02일
선홍,P박스,35500.0,30000.0,33536.0,2017년 09월 02일
자홍,P박스,38100.0,30000.0,32809.0,2017년 09월 02일
선홍,P박스,35800.0,29800.0,34379.0,2017년 09월 02일
스위트,P박스,13300.0,13300.0,13300.0,2017년 09월 04일
시나노,P박스,27700.0,27700.0,27700.0,2017년 09월 04일
홍로,P박스,28900.0,28900.0,28900.0,2017년 09월 04일
홍로,P박스,37000.0,32000.0,34500.0,2017년 09월 04일
홍로,P박스,34200.0,31700.0,33888.0,2017년 09월 04일
홍로,P박스,34500.0,13000.0,27444.0,2017년 09월 04일
홍로,P박스,59000.0,31500.0,44094.0,2017년 09월 04일
홍로,P박스,72300.0,33000.0,49460.0,2017년 09월 04일
홍로,P박스,50000.0,27800.0,40456.0,2017년 09월 04일
스위트,P박스,27000.0,19800.0,21580.0,2017년 09월 04일
홍로,P박스,73900.0,31500.0,53293.0,2017년 09월 04일
홍로,P박스,75900.0,33700.0,57861.0,2017년 09월 04일
홍로,P박스,76600.0,37000.0,55301.0,2017년 09월 04일
홍로,P박스,40000.0,25600.0,35742.0,2017년 09월 04일
홍로,P박스,48900.0,19000.0,34739.0,2017년 09월 04일
홍로,P박스,37000.0,30600.0,35836.0,2017년 09월 04일
스위트,P박스,21300.0,21300.0,21300.0,2017년 09월 04일
선홍,P박스,36900.0,32900.0,33825.0,2017년 09월 04일
자홍,P박스,48000.0,32300.0,45383.0,2017년 09월 04일
선홍,P박스,35800.0,32300.0,34925.0,2017년 09월 04일
자홍,P박스,31000.0,24600.0,27588.0,2017년 09월 04일
자홍,P박스,39600.0,25600.0,36558.0,2017년 09월 04일
선홍,P박스,20000.0,12500.0,17968.0,2017년 09월 04일
자홍,P박스,51900.0,35600.0,49571.0,2017년 09월 04일
자홍,P박스,64900.0,36100.0,56084.0,2017년 09월 04일
자홍,P박스,69500.0,35800.0,56177.0,2017년 09월 04일
자홍,P박스,37500.0,37500.0,37500.0,2017년 09월 04일
자홍,P박스,49000.0,48000.0,48500.0,2017년 09월 04일
선홍,P박스,31200.0,18900.0,27663.0,2017년 09월 04일
선홍,P박스,29900.0,25900.0,27775.0,2017년 09월 04일
선홍,P박스,32600.0,29000.0,31242.0,2017년 09월 04일
선홍,P박스,34700.0,33900.0,33942.0,2017년 09월 04일
자홍,P박스,68000.0,33000.0,61000.0,2017년 09월 04일
선홍,P박스,28900.0,20000.0,24450.0,2017년 09월 04일
홍로,P박스,59600.0,27600.0,43378.0,2017년 09월 05일
홍로,P박스,47500.0,20500.0,34526.0,2017년 09월 05일
선홍,P박스,,,,2017년 09월 05일
홍로,P박스,48000.0,25600.0,38116.0,2017년 09월 05일
홍로,P박스,74600.0,30000.0,53779.0,2017년 09월 05일
홍로,P박스,79800.0,32300.0,63319.0,2017년 09월 05일
홍로,P박스,35600.0,10000.0,26124.0,2017년 09월 05일
홍로,P박스,78500.0,34700.0,63371.0,2017년 09월 05일
홍로,P박스,68500.0,29800.0,49344.0,2017년 09월 05일
홍로,P박스,39500.0,24600.0,32754.0,2017년 09월 05일
자홍,P박스,51000.0,51000.0,51000.0,2017년 09월 05일
자홍,P박스,44000.0,44000.0,44000.0,2017년 09월 05일
자홍,P박스,48000.0,32300.0,45383.0,2017년 09월 05일
자홍,P박스,37500.0,37500.0,37500.0,2017년 09월 05일
자홍,P박스,34100.0,25500.0,33012.0,2017년 09월 05일
자홍,P박스,20000.0,20000.0,20000.0,2017년 09월 05일
자홍,P박스,49000.0,48000.0,48500.0,2017년 09월 05일
자홍,P박스,63900.0,63900.0,63900.0,2017년 09월 05일
자홍,P박스,36600.0,36600.0,36600.0,2017년 09월 05일
홍로,P박스,48200.0,12000.0,31239.0,2017년 09월 06일
홍로,P박스,39000.0,13600.0,28746.0,2017년 09월 06일
홍로,P박스,80000.0,29800.0,60747.0,2017년 09월 06일
홍로,P박스,76600.0,27900.0,52542.0,2017년 09월 06일
홍로,P박스,66000.0,21000.0,48155.0,2017년 09월 06일
홍로,P박스,55000.0,22000.0,39927.0,2017년 09월 06일
홍로,P박스,51900.0,19000.0,34349.0,2017년 09월 06일
홍로,P박스,90000.0,40000.0,62860.0,2017년 09월 06일
자홍,P박스,,,,2017년 09월 06일
요까,P박스,38900.0,38900.0,38900.0,2017년 09월 06일
홍로,P박스,30600.0,7800.0,21233.0,2017년 09월 06일
요까,P박스,29800.0,29800.0,29800.0,2017년 09월 06일
요까,P박스,25600.0,25600.0,25600.0,2017년 09월 06일
요까,P박스,26900.0,21300.0,25380.0,2017년 09월 06일
요까,P박스,45600.0,45600.0,45600.0,2017년 09월 06일
요까,P박스,32500.0,32500.0,32500.0,2017년 09월 06일
홍로,P박스,84100.0,44200.0,67093.0,2017년 09월 07일
홍로,P박스,96700.0,34400.0,72090.0,2017년 09월 07일
홍로,P박스,78900.0,31500.0,56201.0,2017년 09월 07일
홍로,P박스,68900.0,29500.0,51267.0,2017년 09월 07일
홍로,P박스,57900.0,24300.0,46147.0,2017년 09월 07일
홍로,P박스,54900.0,25500.0,44028.0,2017년 09월 07일
홍로,P박스,35600.0,9000.0,24607.0,2017년 09월 07일
요까,P박스,,,,2017년 09월 07일
자홍,P박스,,,,2017년 09월 07일
홍로,P박스,40000.0,24900.0,33722.0,2017년 09월 07일
홍로,P박스,47900.0,11200.0,34814.0,2017년 09월 07일
홍로,P박스,40000.0,20000.0,36187.0,2017년 09월 08일
홍로,P박스,38900.0,14200.0,25677.0,2017년 09월 08일
홍로,P박스,51800.0,15600.0,37065.0,2017년 09월 08일
홍로,P박스,88000.0,43300.0,70611.0,2017년 09월 08일
홍로,P박스,102300.0,30000.0,78338.0,2017년 09월 08일
홍로,P박스,85900.0,28900.0,61709.0,2017년 09월 08일
홍로,P박스,68800.0,26000.0,52920.0,2017년 09월 08일
홍로,P박스,55600.0,25600.0,48198.0,2017년 09월 08일
홍로,P박스,49200.0,23900.0,44718.0,2017년 09월 08일
자홍,P박스,,,,2017년 09월 08일
시나노,P박스,41200.0,41200.0,41200.0,2017년 09월 08일
시나노,P박스,58000.0,58000.0,58000.0,2017년 09월 08일
시나노,P박스,44500.0,42000.0,44108.0,2017년 09월 08일
