품종,등급,최고가,최저가,평균단가,날짜
미안마,P박스,23600.0,12200.0,19229.0,2016년 02월 06일
부사,P박스,58500.0,29100.0,46931.0,2016년 02월 06일
부사,P박스,78600.0,33700.0,56136.0,2016년 02월 06일
부사,P박스,52900.0,31900.0,43203.0,2016년 02월 06일
부사,P박스,47900.0,29300.0,40528.0,2016년 02월 06일
부사,P박스,30500.0,19000.0,28243.0,2016년 02월 06일
부사,P박스,37700.0,14400.0,28362.0,2016년 02월 06일
부사,P박스,20600.0,9900.0,15485.0,2016년 02월 06일
부사,P박스,40000.0,24000.0,36231.0,2016년 02월 06일
미안마,P박스,61500.0,43600.0,54665.0,2016년 02월 06일
미안마,P박스,70000.0,70000.0,70000.0,2016년 02월 06일
미안마,P박스,31100.0,30500.0,30650.0,2016년 02월 06일
미안마,P박스,41700.0,20500.0,33872.0,2016년 02월 06일
미안마,P박스,49500.0,45000.0,47698.0,2016년 02월 06일
미안마,P박스,56900.0,48200.0,51222.0,2016년 02월 06일
미안마,P박스,46900.0,38900.0,42985.0,2016년 02월 06일
미안마,P박스,40000.0,33600.0,37878.0,2016년 02월 06일
미안마,P박스,147000.0,147000.0,147000.0,2016년 06월 16일
미안마,P박스,84200.0,60500.0,74047.0,2016년 06월 16일
미안마,P박스,79600.0,58000.0,68583.0,2016년 06월 16일
부사,P박스,48200.0,13500.0,35168.0,2016년 06월 16일
미안마,P박스,45500.0,36900.0,42650.0,2016년 06월 16일
부사,P박스,64900.0,28900.0,56900.0,2016년 06월 16일
부사,P박스,30100.0,9500.0,16026.0,2016년 06월 16일
미안마,P박스,66200.0,53600.0,61123.0,2016년 06월 16일
미안마,P박스,52000.0,41500.0,45309.0,2016년 06월 16일
미안마,P박스,28700.0,9500.0,16532.0,2016년 06월 16일
부사,P박스,76000.0,29000.0,66265.0,2016년 06월 16일
부사,P박스,46000.0,22500.0,35849.0,2016년 06월 16일
미안마,P박스,56200.0,17800.0,40373.0,2016년 06월 16일
부사,P박스,65900.0,28900.0,57721.0,2016년 06월 16일
부사,P박스,133000.0,121000.0,130000.0,2016년 06월 16일
미안마,P박스,77000.0,58900.0,67712.0,2016년 06월 16일
부사,P박스,60000.0,26600.0,45119.0,2016년 06월 16일
부사,P박스,43000.0,21000.0,29630.0,2016년 06월 16일
부사,P박스,56000.0,40000.0,50714.0,2016년 06월 17일
부사,P박스,,,,2016년 06월 17일
미안마,P박스,,,,2016년 06월 17일
부사,P박스,55000.0,48900.0,49771.0,2016년 06월 17일
부사,P박스,14500.0,8200.0,11075.0,2016년 06월 17일
부사,P박스,40500.0,34000.0,37744.0,2016년 06월 17일
부사,P박스,34600.0,28000.0,30933.0,2016년 06월 17일
부사,P박스,35000.0,17900.0,27783.0,2016년 06월 17일
부사,P박스,54000.0,39100.0,51763.0,2016년 06월 17일
부사,P박스,46900.0,38900.0,45488.0,2016년 06월 17일
미안마,P박스,103000.0,66900.0,78971.0,2016년 06월 19일
부사,P박스,48900.0,12600.0,37487.0,2016년 06월 19일
부사,P박스,72900.0,53000.0,64319.0,2016년 06월 19일
부사,P박스,69500.0,48000.0,60928.0,2016년 06월 19일
부사,P박스,68900.0,46900.0,59546.0,2016년 06월 19일
부사,P박스,65900.0,41100.0,51598.0,2016년 06월 19일
부사,P박스,27500.0,9500.0,17792.0,2016년 06월 19일
미안마,P박스,53000.0,14900.0,46342.0,2016년 06월 19일
부사,P박스,49800.0,25000.0,42907.0,2016년 06월 19일
미안마,P박스,84600.0,16600.0,70514.0,2016년 06월 19일
미안마,P박스,75900.0,16900.0,65333.0,2016년 06월 19일
미안마,P박스,58600.0,12900.0,35141.0,2016년 06월 19일
부사,P박스,85000.0,58100.0,74536.0,2016년 06월 19일
미안마,P박스,26900.0,9500.0,17067.0,2016년 06월 19일
미안마,P박스,148000.0,128500.0,132600.0,2016년 06월 19일
미안마,P박스,44000.0,41000.0,42200.0,2016년 06월 19일
부사,P박스,135000.0,103900.0,117725.0,2016년 06월 19일
미안마,P박스,66900.0,16900.0,57989.0,2016년 06월 19일
부사,P박스,29000.0,12300.0,17984.0,2017년 01월 04일
부사,P박스,43000.0,15500.0,30889.0,2017년 01월 04일
부사,P박스,66900.0,15800.0,40342.0,2017년 01월 04일
미안마,P박스,26600.0,6100.0,11241.0,2017년 01월 04일
부사,P박스,86900.0,27800.0,59568.0,2017년 01월 04일
부사,P박스,25500.0,6000.0,11047.0,2017년 01월 04일
부사,P박스,61000.0,14500.0,36059.0,2017년 01월 04일
부사,P박스,73300.0,22000.0,50321.0,2017년 01월 04일
부사,P박스,114400.0,48900.0,78439.0,2017년 01월 04일
미안마,P박스,64300.0,21200.0,44575.0,2017년 01월 04일
미안마,P박스,45900.0,12300.0,33506.0,2017년 01월 04일
미안마,P박스,120000.0,44100.0,95368.0,2017년 01월 04일
미안마,P박스,48900.0,7700.0,28073.0,2017년 01월 04일
미안마,P박스,29000.0,12300.0,21743.0,2017년 01월 04일
미안마,P박스,95000.0,29900.0,66453.0,2017년 01월 04일
미안마,P박스,58900.0,19000.0,39539.0,2017년 01월 04일
부사,P박스,48800.0,8100.0,25479.0,2017년 01월 04일
미안마,P박스,75900.0,25600.0,55265.0,2017년 01월 04일
미안마,P박스,54600.0,21200.0,40334.0,2017년 01월 05일
미안마,P박스,45500.0,11000.0,28947.0,2017년 01월 05일
미안마,P박스,45600.0,14500.0,34364.0,2017년 01월 05일
미안마,P박스,35000.0,12300.0,22774.0,2017년 01월 05일
미안마,P박스,65900.0,23200.0,45503.0,2017년 01월 05일
부사,P박스,136000.0,53900.0,96386.0,2017년 01월 05일
부사,P박스,98600.0,29000.0,65389.0,2017년 01월 05일
부사,P박스,79600.0,20200.0,51060.0,2017년 01월 05일
미안마,P박스,21000.0,5600.0,11552.0,2017년 01월 05일
부사,P박스,27000.0,12300.0,18813.0,2017년 01월 05일
부사,P박스,41000.0,13200.0,27764.0,2017년 01월 05일
부사,P박스,68900.0,19800.0,41060.0,2017년 01월 05일
부사,P박스,48800.0,7200.0,23386.0,2017년 01월 05일
부사,P박스,25000.0,5500.0,10727.0,2017년 01월 05일
미안마,P박스,130300.0,68900.0,104991.0,2017년 01월 05일
미안마,P박스,86900.0,41600.0,66482.0,2017년 01월 05일
미안마,P박스,75000.0,27700.0,54425.0,2017년 01월 05일
부사,P박스,56900.0,17800.0,34038.0,2017년 01월 05일
부사,P박스,96800.0,26700.0,63677.0,2017년 01월 06일
부사,P박스,74900.0,17900.0,48377.0,2017년 01월 06일
부사,P박스,53900.0,18000.0,40251.0,2017년 01월 06일
부사,P박스,138000.0,58000.0,93074.0,2017년 01월 06일
부사,P박스,18000.0,6200.0,10217.0,2017년 01월 06일
부사,P박스,28500.0,11600.0,22052.0,2017년 01월 06일
부사,P박스,51000.0,8800.0,23820.0,2017년 01월 06일
부사,P박스,47700.0,16000.0,35394.0,2017년 01월 06일
부사,P박스,40000.0,14800.0,30964.0,2017년 01월 06일
미안마,P박스,29500.0,15600.0,22411.0,2017년 01월 06일
미안마,P박스,44000.0,20600.0,32820.0,2017년 01월 06일
미안마,P박스,60000.0,25900.0,42972.0,2017년 01월 06일
미안마,P박스,51200.0,23600.0,37599.0,2017년 01월 06일
미안마,P박스,120000.0,56000.0,96085.0,2017년 01월 06일
미안마,P박스,93300.0,45500.0,68789.0,2017년 01월 06일
미안마,P박스,45100.0,7000.0,25924.0,2017년 01월 06일
미안마,P박스,17900.0,6500.0,11130.0,2017년 01월 06일
미안마,P박스,77900.0,26600.0,52038.0,2017년 01월 06일
로얄후지,P박스,38900.0,12000.0,26281.0,2017년 01월 07일
로얄후지,P박스,18900.0,18900.0,18900.0,2017년 01월 07일
로얄후지,P박스,35600.0,35600.0,35600.0,2017년 01월 07일
로얄후지,P박스,45000.0,30000.0,41891.0,2017년 01월 07일
부사,P박스,44500.0,13300.0,28381.0,2017년 01월 07일
부사,P박스,121000.0,57000.0,85263.0,2017년 01월 07일
로얄후지,P박스,85600.0,43900.0,65925.0,2017년 01월 07일
부사,P박스,93900.0,24000.0,59834.0,2017년 01월 07일
로얄후지,P박스,49800.0,26000.0,43671.0,2017년 01월 07일
부사,P박스,75900.0,19000.0,47859.0,2017년 01월 07일
로얄후지,P박스,66000.0,32500.0,51887.0,2017년 01월 07일
로얄후지,P박스,98000.0,67000.0,78020.0,2017년 01월 07일
부사,P박스,52200.0,15000.0,31845.0,2017년 01월 07일
부사,P박스,54900.0,18000.0,37052.0,2017년 01월 07일
부사,P박스,29000.0,13200.0,22969.0,2017년 01월 07일
부사,P박스,21200.0,4200.0,9926.0,2017년 01월 07일
미안마,P박스,96000.0,33000.0,64340.0,2017년 01월 07일
미안마,P박스,46900.0,8100.0,25809.0,2017년 01월 07일
미안마,P박스,124000.0,57000.0,89493.0,2017년 01월 07일
미안마,P박스,59000.0,19500.0,42207.0,2017년 01월 07일
로얄후지,P박스,16000.0,10000.0,12344.0,2017년 01월 07일
미안마,P박스,49600.0,13800.0,36461.0,2017년 01월 07일
미안마,P박스,73000.0,22800.0,49655.0,2017년 01월 07일
미안마,P박스,41500.0,20000.0,28890.0,2017년 01월 07일
부사,P박스,46900.0,7800.0,22337.0,2017년 01월 07일
미안마,P박스,18500.0,5900.0,10891.0,2017년 01월 07일
미안마,P박스,26900.0,14200.0,21846.0,2017년 01월 07일
로얄후지,P박스,30200.0,10000.0,22987.0,2017년 01월 09일
로얄후지,P박스,43900.0,35600.0,38562.0,2017년 01월 09일
로얄후지,P박스,46900.0,37000.0,42240.0,2017년 01월 09일
로얄후지,P박스,37000.0,23300.0,31800.0,2017년 01월 09일
미안마,P박스,20100.0,5200.0,10789.0,2017년 01월 09일
로얄후지,P박스,66000.0,50200.0,58100.0,2017년 01월 09일
미안마,P박스,44000.0,7500.0,26341.0,2017년 01월 09일
로얄후지,P박스,29000.0,20000.0,24900.0,2017년 01월 09일
미안마,P박스,27700.0,15600.0,22977.0,2017년 01월 09일
로얄후지,P박스,52300.0,32200.0,46328.0,2017년 01월 09일
로얄후지,P박스,60000.0,45000.0,51850.0,2017년 01월 09일
미안마,P박스,51200.0,20300.0,37432.0,2017년 01월 09일
로얄후지,P박스,13900.0,6600.0,11342.0,2017년 01월 09일
미안마,P박스,59800.0,18900.0,42578.0,2017년 01월 09일
미안마,P박스,115000.0,50000.0,91527.0,2017년 01월 09일
부사,P박스,25600.0,5200.0,10117.0,2017년 01월 09일
부사,P박스,28900.0,15600.0,21045.0,2017년 01월 09일
부사,P박스,38000.0,19600.0,30487.0,2017년 01월 09일
부사,P박스,96000.0,40000.0,69564.0,2017년 01월 09일
부사,P박스,66900.0,21300.0,48705.0,2017년 01월 09일
부사,P박스,46900.0,20300.0,35767.0,2017년 01월 09일
부사,P박스,133000.0,53200.0,106752.0,2017년 01월 09일
미안마,P박스,41000.0,15000.0,31503.0,2017년 01월 09일
부사,P박스,45000.0,7100.0,23222.0,2017년 01월 09일
부사,P박스,55900.0,20000.0,41279.0,2017년 01월 09일
미안마,P박스,70000.0,21600.0,50032.0,2017년 01월 09일
미안마,P박스,96300.0,25100.0,66088.0,2017년 01월 09일
로얄후지,P박스,25900.0,25900.0,25900.0,2017년 01월 10일
미안마,P박스,122000.0,33600.0,82461.0,2017년 01월 10일
로얄후지,P박스,14900.0,8000.0,12382.0,2017년 01월 10일
로얄후지,P박스,36500.0,12000.0,26292.0,2017년 01월 10일
로얄후지,P박스,40000.0,18900.0,32120.0,2017년 01월 10일
미안마,P박스,16800.0,5200.0,11065.0,2017년 01월 10일
로얄후지,P박스,54900.0,26900.0,48219.0,2017년 01월 10일
미안마,P박스,89600.0,30300.0,62250.0,2017년 01월 10일
로얄후지,P박스,57900.0,45900.0,51402.0,2017년 01월 10일
로얄후지,P박스,76900.0,53900.0,72192.0,2017년 01월 10일
로얄후지,P박스,100000.0,100000.0,100000.0,2017년 01월 10일
미안마,P박스,47000.0,9000.0,25558.0,2017년 01월 10일
로얄후지,P박스,48000.0,23900.0,44186.0,2017년 01월 10일
미안마,P박스,32000.0,14500.0,23254.0,2017년 01월 10일
부사,P박스,46900.0,21000.0,33059.0,2017년 01월 10일
부사,P박스,49000.0,8000.0,23272.0,2017년 01월 10일
미안마,P박스,74000.0,20200.0,49072.0,2017년 01월 10일
미안마,P박스,58000.0,24900.0,37685.0,2017년 01월 10일
미안마,P박스,71000.0,24900.0,43282.0,2017년 01월 10일
부사,P박스,39800.0,17700.0,28036.0,2017년 01월 10일
부사,P박스,17900.0,5100.0,10489.0,2017년 01월 10일
부사,P박스,59000.0,21000.0,37605.0,2017년 01월 10일
부사,P박스,68000.0,20000.0,45780.0,2017년 01월 10일
부사,P박스,98900.0,30300.0,61248.0,2017년 01월 10일
부사,P박스,140000.0,38000.0,83256.0,2017년 01월 10일
부사,P박스,26900.0,15600.0,22056.0,2017년 01월 10일
미안마,P박스,45000.0,15600.0,31535.0,2017년 01월 10일
챔피온후지,P박스,46000.0,41200.0,43548.0,2017년 01월 11일
미안마,P박스,35000.0,15600.0,24317.0,2017년 01월 11일
부사,P박스,16000.0,5000.0,9422.0,2017년 01월 11일
미안마,P박스,100000.0,48900.0,74916.0,2017년 01월 11일
부사,P박스,39000.0,13900.0,28389.0,2017년 01월 11일
챔피온후지,P박스,12900.0,7500.0,11515.0,2017년 01월 11일
미안마,P박스,65000.0,19800.0,41990.0,2017년 01월 11일
챔피온후지,P박스,36900.0,14500.0,26014.0,2017년 01월 11일
챔피온후지,P박스,25900.0,25900.0,25900.0,2017년 01월 11일
챔피온후지,P박스,34500.0,34500.0,34500.0,2017년 01월 11일
챔피온후지,P박스,40000.0,37000.0,39121.0,2017년 01월 11일
미안마,P박스,86900.0,28900.0,58811.0,2017년 01월 11일
미안마,P박스,75000.0,22000.0,48365.0,2017년 01월 11일
미안마,P박스,49800.0,23300.0,36223.0,2017년 01월 11일
챔피온후지,P박스,60000.0,48000.0,57658.0,2017년 01월 11일
부사,P박스,84900.0,27700.0,57572.0,2017년 01월 11일
챔피온후지,P박스,75100.0,75100.0,75100.0,2017년 01월 11일
미안마,P박스,16900.0,5600.0,11058.0,2017년 01월 11일
미안마,P박스,43900.0,8800.0,25124.0,2017년 01월 11일
챔피온후지,P박스,55900.0,44600.0,50711.0,2017년 01월 11일
미안마,P박스,41000.0,22800.0,30866.0,2017년 01월 11일
부사,P박스,55900.0,20000.0,35749.0,2017년 01월 11일
부사,P박스,106000.0,43900.0,78664.0,2017년 01월 11일
부사,P박스,26900.0,18500.0,22920.0,2017년 01월 11일
부사,P박스,65900.0,18900.0,43938.0,2017년 01월 11일
부사,P박스,45900.0,18900.0,31050.0,2017년 01월 11일
부사,P박스,41900.0,7100.0,22136.0,2017년 01월 11일
부사,P박스,18200.0,5000.0,10097.0,2017년 01월 12일
부사,P박스,39500.0,23000.0,31083.0,2017년 01월 12일
부사,P박스,28900.0,14000.0,23021.0,2017년 01월 12일
부사,P박스,47900.0,7800.0,22803.0,2017년 01월 12일
부사,P박스,119000.0,31100.0,63781.0,2017년 01월 12일
로얄후지,P박스,12000.0,12000.0,12000.0,2017년 01월 12일
미안마,P박스,72500.0,20000.0,47643.0,2017년 01월 12일
미안마,P박스,62000.0,22000.0,41311.0,2017년 01월 12일
미안마,P박스,51000.0,21000.0,35632.0,2017년 01월 12일
미안마,P박스,44200.0,15600.0,30379.0,2017년 01월 12일
미안마,P박스,121000.0,45500.0,94331.0,2017년 01월 12일
미안마,P박스,95600.0,22300.0,66318.0,2017년 01월 12일
로얄후지,P박스,79500.0,79500.0,79500.0,2017년 01월 12일
로얄후지,P박스,66900.0,63900.0,64771.0,2017년 01월 12일
미안마,P박스,20000.0,5800.0,10730.0,2017년 01월 12일
로얄후지,P박스,25900.0,25900.0,25900.0,2017년 01월 12일
로얄후지,P박스,49000.0,43900.0,46936.0,2017년 01월 12일
로얄후지,P박스,42000.0,42000.0,42000.0,2017년 01월 12일
로얄후지,P박스,29000.0,15200.0,25602.0,2017년 01월 12일
로얄후지,P박스,52300.0,47700.0,49567.0,2017년 01월 12일
로얄후지,P박스,38500.0,38500.0,38500.0,2017년 01월 12일
부사,P박스,146200.0,50000.0,88846.0,2017년 01월 12일
부사,P박스,50000.0,23900.0,35699.0,2017년 01월 12일
부사,P박스,83200.0,23600.0,45327.0,2017년 01월 12일
부사,P박스,59600.0,24900.0,39080.0,2017년 01월 12일
미안마,P박스,28900.0,15900.0,23927.0,2017년 01월 12일
미안마,P박스,50200.0,7200.0,25982.0,2017년 01월 12일
챔피온후지,P박스,42300.0,29500.0,33103.0,2017년 01월 13일
부사,P박스,64400.0,14200.0,43616.0,2017년 01월 13일
챔피온후지,P박스,11600.0,7000.0,9168.0,2017년 01월 13일
챔피온후지,P박스,34200.0,10000.0,19780.0,2017년 01월 13일
챔피온후지,P박스,18900.0,18900.0,18900.0,2017년 01월 13일
챔피온후지,P박스,29000.0,25900.0,26933.0,2017년 01월 13일
부사,P박스,96500.0,25000.0,72091.0,2017년 01월 13일
챔피온후지,P박스,56000.0,33200.0,47047.0,2017년 01월 13일
미안마,P박스,17000.0,5500.0,10331.0,2017년 01월 13일
미안마,P박스,44000.0,7000.0,26520.0,2017년 01월 13일
챔피온후지,P박스,47000.0,29500.0,39450.0,2017년 01월 13일
부사,P박스,82300.0,21000.0,56953.0,2017년 01월 13일
챔피온후지,P박스,49000.0,28900.0,43174.0,2017년 01월 13일
챔피온후지,P박스,52000.0,52000.0,52000.0,2017년 01월 13일
미안마,P박스,39800.0,22000.0,34035.0,2017년 01월 13일
부사,P박스,36900.0,20000.0,29830.0,2017년 01월 13일
부사,P박스,42300.0,8100.0,22950.0,2017년 01월 13일
미안마,P박스,70500.0,23900.0,47902.0,2017년 01월 13일
미안마,P박스,88900.0,29000.0,64341.0,2017년 01월 13일
미안마,P박스,109000.0,50300.0,84689.0,2017년 01월 13일
부사,P박스,28000.0,14000.0,23475.0,2017년 01월 13일
부사,P박스,18800.0,5500.0,10246.0,2017년 01월 13일
부사,P박스,49800.0,18900.0,33614.0,2017년 01월 13일
부사,P박스,55900.0,22000.0,37283.0,2017년 01월 13일
미안마,P박스,49800.0,25900.0,37918.0,2017년 01월 13일
미안마,P박스,58900.0,25900.0,42968.0,2017년 01월 13일
미안마,P박스,31000.0,20200.0,26636.0,2017년 01월 13일
부사,P박스,79000.0,27200.0,57423.0,2017년 01월 14일
부사,P박스,34500.0,21000.0,27408.0,2017년 01월 14일
부사,P박스,95000.0,46600.0,70802.0,2017년 01월 14일
부사,P박스,54300.0,22000.0,38723.0,2017년 01월 14일
부사,P박스,26900.0,23000.0,24950.0,2017년 01월 14일
미안마,P박스,90000.0,50000.0,72483.0,2017년 01월 14일
부사,P박스,17000.0,6000.0,11096.0,2017년 01월 14일
부사,P박스,62300.0,19000.0,44175.0,2017년 01월 14일
미안마,P박스,69800.0,21000.0,47815.0,2017년 01월 14일
미안마,P박스,55900.0,23000.0,42123.0,2017년 01월 14일
부사,P박스,39900.0,6600.0,24051.0,2017년 01월 14일
미안마,P박스,50000.0,24300.0,40246.0,2017년 01월 14일
부사,P박스,47000.0,23300.0,35614.0,2017년 01월 14일
미안마,P박스,78800.0,35500.0,57865.0,2017년 01월 14일
미안마,P박스,16000.0,6300.0,9905.0,2017년 01월 14일
로얄후지,P박스,18900.0,18900.0,18900.0,2017년 01월 14일
미안마,P박스,28900.0,19000.0,24350.0,2017년 01월 14일
로얄후지,P박스,36900.0,25900.0,29043.0,2017년 01월 14일
로얄후지,P박스,9900.0,8200.0,9476.0,2017년 01월 14일
로얄후지,P박스,43600.0,27900.0,31040.0,2017년 01월 14일
미안마,P박스,37700.0,24300.0,32480.0,2017년 01월 14일
로얄후지,P박스,29900.0,11000.0,20843.0,2017년 01월 14일
로얄후지,P박스,55500.0,39300.0,52125.0,2017년 01월 14일
로얄후지,P박스,63500.0,63500.0,63500.0,2017년 01월 14일
로얄후지,P박스,45000.0,27900.0,33193.0,2017년 01월 14일
미안마,P박스,38900.0,8000.0,23644.0,2017년 01월 14일
로얄후지,P박스,46900.0,26600.0,36750.0,2017년 01월 14일
미안마,P박스,65000.0,19000.0,44902.0,2017년 01월 16일
미안마,P박스,29500.0,11000.0,25118.0,2017년 01월 16일
미안마,P박스,41500.0,6300.0,24322.0,2017년 01월 16일
미안마,P박스,23900.0,5100.0,11536.0,2017년 01월 16일
로얄후지,P박스,32300.0,14200.0,26250.0,2017년 01월 16일
로얄후지,P박스,50000.0,45000.0,48184.0,2017년 01월 16일
로얄후지,P박스,47700.0,41000.0,45014.0,2017년 01월 16일
로얄후지,P박스,36600.0,36600.0,36600.0,2017년 01월 16일
로얄후지,P박스,50200.0,47700.0,48857.0,2017년 01월 16일
미안마,P박스,48900.0,24000.0,37982.0,2017년 01월 16일
로얄후지,P박스,50000.0,50000.0,50000.0,2017년 01월 16일
로얄후지,P박스,54000.0,51200.0,52207.0,2017년 01월 16일
미안마,P박스,40000.0,20200.0,32838.0,2017년 01월 16일
미안마,P박스,55000.0,22800.0,40341.0,2017년 01월 16일
미안마,P박스,69000.0,22000.0,51733.0,2017년 01월 16일
부사,P박스,42300.0,13300.0,30450.0,2017년 01월 16일
부사,P박스,38800.0,4200.0,13079.0,2017년 01월 16일
부사,P박스,43900.0,7500.0,23387.0,2017년 01월 16일
부사,P박스,28100.0,20200.0,23971.0,2017년 01월 16일
로얄후지,P박스,18900.0,18900.0,18900.0,2017년 01월 16일
부사,P박스,86000.0,26000.0,54403.0,2017년 01월 16일
부사,P박스,55000.0,23900.0,37185.0,2017년 01월 16일
로얄후지,P박스,15900.0,10500.0,10946.0,2017년 01월 16일
부사,P박스,112000.0,41600.0,67983.0,2017년 01월 16일
미안마,P박스,76600.0,43300.0,61743.0,2017년 01월 16일
부사,P박스,63200.0,22000.0,40785.0,2017년 01월 16일
부사,P박스,74600.0,20200.0,45111.0,2017년 01월 16일
로얄후지,P박스,14200.0,8300.0,10530.0,2017년 01월 17일
미안마,P박스,42500.0,9800.0,28238.0,2017년 01월 17일
미안마,P박스,32600.0,21600.0,26018.0,2017년 01월 17일
미안마,P박스,39000.0,25900.0,35520.0,2017년 01월 17일
미안마,P박스,50000.0,22000.0,39944.0,2017년 01월 17일
미안마,P박스,85900.0,31500.0,59457.0,2017년 01월 17일
미안마,P박스,65900.0,25000.0,46889.0,2017년 01월 17일
미안마,P박스,106000.0,61000.0,84985.0,2017년 01월 17일
부사,P박스,20000.0,5600.0,11758.0,2017년 01월 17일
부사,P박스,35600.0,10000.0,23258.0,2017년 01월 17일
부사,P박스,46000.0,6600.0,23771.0,2017년 01월 17일
미안마,P박스,59000.0,20000.0,42651.0,2017년 01월 17일
로얄후지,P박스,53900.0,26900.0,41458.0,2017년 01월 17일
미안마,P박스,18900.0,7000.0,11962.0,2017년 01월 17일
로얄후지,P박스,37600.0,28000.0,34193.0,2017년 01월 17일
부사,P박스,78900.0,24400.0,46534.0,2017년 01월 17일
부사,P박스,100000.0,28500.0,55880.0,2017년 01월 17일
부사,P박스,120000.0,50000.0,80538.0,2017년 01월 17일
로얄후지,P박스,65000.0,39000.0,60606.0,2017년 01월 17일
로얄후지,P박스,20200.0,20000.0,20100.0,2017년 01월 17일
부사,P박스,68900.0,25800.0,40351.0,2017년 01월 17일
로얄후지,P박스,38200.0,29100.0,34003.0,2017년 01월 17일
로얄후지,P박스,30600.0,8800.0,20919.0,2017년 01월 17일
로얄후지,P박스,88400.0,88400.0,88400.0,2017년 01월 17일
로얄후지,P박스,34600.0,28000.0,31156.0,2017년 01월 17일
부사,P박스,55000.0,27200.0,35904.0,2017년 01월 17일
부사,P박스,40000.0,23900.0,31619.0,2017년 01월 17일
부사,P박스,35600.0,25900.0,28325.0,2017년 01월 18일
부사,P박스,98900.0,38900.0,60993.0,2017년 01월 18일
미안마,P박스,49000.0,31300.0,39445.0,2017년 01월 18일
부사,P박스,82600.0,29100.0,50763.0,2017년 01월 18일
부사,P박스,65900.0,31000.0,44821.0,2017년 01월 18일
부사,P박스,49600.0,10600.0,26547.0,2017년 01월 18일
부사,P박스,43800.0,21300.0,34283.0,2017년 01월 18일
부사,P박스,21100.0,6900.0,12689.0,2017년 01월 18일
미안마,P박스,99800.0,58800.0,84666.0,2017년 01월 18일
미안마,P박스,66900.0,33000.0,51536.0,2017년 01월 18일
미안마,P박스,58000.0,32000.0,44068.0,2017년 01월 18일
부사,P박스,105000.0,51200.0,74215.0,2017년 01월 18일
로얄후지,P박스,40000.0,33600.0,36874.0,2017년 01월 18일
부사,P박스,56900.0,28900.0,40355.0,2017년 01월 18일
로얄후지,P박스,29500.0,11800.0,23370.0,2017년 01월 18일
미안마,P박스,43000.0,11000.0,28498.0,2017년 01월 18일
로얄후지,P박스,14900.0,6500.0,13023.0,2017년 01월 18일
미안마,P박스,38000.0,25000.0,34563.0,2017년 01월 18일
로얄후지,P박스,20200.0,20000.0,20100.0,2017년 01월 18일
로얄후지,P박스,34000.0,31000.0,31875.0,2017년 01월 18일
로얄후지,P박스,56000.0,43000.0,51802.0,2017년 01월 18일
미안마,P박스,29000.0,20000.0,26100.0,2017년 01월 18일
로얄후지,P박스,45000.0,37000.0,41417.0,2017년 01월 18일
로얄후지,P박스,84500.0,63300.0,73900.0,2017년 01월 18일
미안마,P박스,18900.0,7000.0,14302.0,2017년 01월 18일
로얄후지,P박스,44100.0,35000.0,40434.0,2017년 01월 18일
미안마,P박스,87000.0,37900.0,62628.0,2017년 01월 18일
부사,P박스,19900.0,7000.0,14744.0,2017년 01월 19일
부사,P박스,100000.0,46600.0,82867.0,2017년 01월 19일
부사,P박스,88900.0,32700.0,61666.0,2017년 01월 19일
부사,P박스,78900.0,29600.0,49527.0,2017년 01월 19일
부사,P박스,64900.0,26000.0,42930.0,2017년 01월 19일
부사,P박스,56000.0,25000.0,38473.0,2017년 01월 19일
부사,P박스,44000.0,20000.0,33307.0,2017년 01월 19일
미안마,P박스,106600.0,54300.0,86676.0,2017년 01월 19일
부사,P박스,46900.0,10000.0,29086.0,2017년 01월 19일
미안마,P박스,89000.0,41200.0,63979.0,2017년 01월 19일
미안마,P박스,23300.0,23300.0,23300.0,2017년 01월 19일
미안마,P박스,68900.0,35900.0,49716.0,2017년 01월 19일
미안마,P박스,55900.0,25000.0,44393.0,2017년 01월 19일
미안마,P박스,47900.0,28500.0,38894.0,2017년 01월 19일
미안마,P박스,38100.0,28900.0,33271.0,2017년 01월 19일
미안마,P박스,44900.0,11300.0,29540.0,2017년 01월 19일
미안마,P박스,18800.0,7000.0,14582.0,2017년 01월 19일
로얄후지,P박스,,,,2017년 01월 19일
부사,P박스,31300.0,26500.0,28550.0,2017년 01월 19일
미안마,P박스,92000.0,38500.0,63539.0,2017년 01월 20일
부사,P박스,28900.0,6500.0,18472.0,2017년 01월 20일
부사,P박스,48000.0,8000.0,29750.0,2017년 01월 20일
부사,P박스,94000.0,32000.0,63201.0,2017년 01월 20일
부사,P박스,45900.0,18000.0,32804.0,2017년 01월 20일
미안마,P박스,40000.0,25300.0,36273.0,2017년 01월 20일
부사,P박스,57900.0,15600.0,36556.0,2017년 01월 20일
부사,P박스,33000.0,21600.0,24833.0,2017년 01월 20일
미안마,P박스,48000.0,25300.0,40765.0,2017년 01월 20일
로얄후지,P박스,,,,2017년 01월 20일
미안마,P박스,29500.0,23300.0,26167.0,2017년 01월 20일
미안마,P박스,70000.0,32300.0,52483.0,2017년 01월 20일
미안마,P박스,58000.0,25600.0,46244.0,2017년 01월 20일
부사,P박스,96000.0,51100.0,83732.0,2017년 01월 20일
부사,P박스,82600.0,19800.0,52092.0,2017년 01월 20일
미안마,P박스,45600.0,12300.0,30737.0,2017년 01월 20일
부사,P박스,68900.0,17800.0,43372.0,2017년 01월 20일
미안마,P박스,28900.0,9200.0,20521.0,2017년 01월 20일
